"image","height","width","boxes","relative_boxes","annotations","anno_type","relative_annotations","iou_score","max_iou_score","num_of_annotations","avg_score"
"[[[ 19  19  19]
  [ 18  18  18]
  [ 18  18  18]
  ...
  [ 38  38  38]
  [ 38  38  38]
  [ 38  38  38]]

 [[ 20  20  20]
  [ 19  19  19]
  [ 19  19  19]
  ...
  [ 39  39  39]
  [ 39  39  39]
  [ 39  39  39]]

 [[ 21  21  21]
  [ 20  20  20]
  [ 20  20  20]
  ...
  [ 40  40  40]
  [ 40  40  40]
  [ 40  40  40]]

 ...

 [[158 158 158]
  [158 158 158]
  [158 158 158]
  ...
  [ 21  21  21]
  [ 23  23  23]
  [ 26  26  26]]

 [[158 158 158]
  [158 158 158]
  [158 158 158]
  ...
  [ 23  23  23]
  [ 24  24  24]
  [ 25  25  25]]

 [[158 158 158]
  [158 158 158]
  [158 158 158]
  ...
  [ 26  26  26]
  [ 27  27  27]
  [ 27  27  27]]]",685,1024,"[[9.136425971984863, 89.51025390625, 1023.0983276367188, 669.3927612304688]]","[[0.008922290988266468, 0.13067190351277372, 0.9991194605827332, 0.9772157098255019]]","[[17.067007999999998, 12.795800000000002, 1023.147008, 684.147175]]","<class 'list'>","[[0.016666999999999998, 0.018680000000000002, 0.999167, 0.998755]]","[[0.9291551993419087]]","[0.9291551993419087]",1,0.9291551993419087
"[[[ 87  87  87]
  [ 98  98  98]
  [108 108 108]
  ...
  [ 82  82  82]
  [ 73  73  73]
  [ 77  77  77]]

 [[ 84  84  84]
  [ 95  95  95]
  [107 107 107]
  ...
  [ 81  81  81]
  [ 74  74  74]
  [ 76  76  76]]

 [[ 79  79  79]
  [ 90  90  90]
  [104 104 104]
  ...
  [ 90  90  90]
  [ 88  88  88]
  [ 85  85  85]]

 ...

 [[117 117 117]
  [112 112 112]
  [109 109 109]
  ...
  [ 74  74  74]
  [ 64  64  64]
  [ 56  56  56]]

 [[121 121 121]
  [116 116 116]
  [112 112 112]
  ...
  [ 68  68  68]
  [ 59  59  59]
  [ 51  51  51]]

 [[122 122 122]
  [117 117 117]
  [115 115 115]
  ...
  [ 63  63  63]
  [ 54  54  54]
  [ 47  47  47]]]",576,1024,"[[217.63931274414062, 372.4061584472656, 446.08441162109375, 550.21435546875], [479.2325134277344, 174.16665649414062, 620.5066528320312, 444.88043212890625]]","[[0.21253839135169983, 0.6465384695265028, 0.43562930822372437, 0.9552332560221354], [0.46800050139427185, 0.3023726675245497, 0.6059635281562805, 0.7723618613349067]]","[[211.84, 374.40000000000003, 442.88, 544.640256]]","<class 'list'>","[[0.206875, 0.65, 0.4325, 0.9455560000000001]]","[[0.9829219298513205, 0.49699128455998576]]","[0.9829219298513205]",1,0.9829219298513205
"[[[ 4  4  4]
  [ 0  0  0]
  [ 8  8  8]
  ...
  [ 9  9  9]
  [25 25 25]
  [40 40 40]]

 [[ 0  0  0]
  [ 2  2  2]
  [16 16 16]
  ...
  [ 6  6  6]
  [20 20 20]
  [35 35 35]]

 [[ 0  0  0]
  [ 7  7  7]
  [24 24 24]
  ...
  [ 2  2  2]
  [14 14 14]
  [27 27 27]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",684,1024,"[[0.0, 2.225292921066284, 1023.6492309570312, 679.9407348632812]]","[[0.0, 0.003253352223781117, 0.9996574521064758, 0.9940654018469024]]","[[0.0, 0.0, 1023.36, 682.0786439999999]]","<class 'list'>","[[0.0, 0.0, 0.999375, 0.9971909999999999]]","[[0.9966656894387768]]","[0.9966656894387768]",1,0.9966656894387768
"[[[ 10  10  10]
  [ 19  19  19]
  [ 37  37  37]
  ...
  [  1   1   1]
  [  0   0   0]
  [ 11  11  11]]

 [[ 12  12  12]
  [  6   6   6]
  [ 19  19  19]
  ...
  [  5   5   5]
  [  0   0   0]
  [  3   3   3]]

 [[  9   9   9]
  [  4   4   4]
  [  6   6   6]
  ...
  [ 12  12  12]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 75  75  75]
  [ 56  56  56]
  [ 54  54  54]
  ...
  [ 58  58  58]
  [ 96  96  96]
  [ 94  94  94]]

 [[ 54  54  54]
  [ 47  47  47]
  [ 60  60  60]
  ...
  [111 111 111]
  [111 111 111]
  [108 108 108]]

 [[ 54  54  54]
  [ 66  66  66]
  [ 77  77  77]
  ...
  [144 144 144]
  [ 97  97  97]
  [ 81  81  81]]]",888,1024,"[[17.186914443969727, 5.196581840515137, 952.5152587890625, 881.2970581054688]]","[[0.016784096136689186, 0.005852006577156685, 0.9301906824111938, 0.992451642010663]]","[[39.68, 21.767544, 946.56, 887.3597520000001]]","<class 'list'>","[[0.03875, 0.024513, 0.924375, 0.999279]]","[[0.9729283957690725]]","[0.9729283957690725]",1,0.9729283957690725
"[[[110 110 110]
  [101 101 101]
  [ 92  92  92]
  ...
  [168 168 168]
  [173 173 173]
  [182 182 182]]

 [[108 108 108]
  [ 99  99  99]
  [ 91  91  91]
  ...
  [160 160 160]
  [170 170 170]
  [186 186 186]]

 [[109 109 109]
  [100 100 100]
  [ 93  93  93]
  ...
  [153 153 153]
  [172 172 172]
  [196 196 196]]

 ...

 [[108 108 108]
  [105 105 105]
  [109 109 109]
  ...
  [199 199 199]
  [206 206 206]
  [212 212 212]]

 [[ 97  97  97]
  [110 110 110]
  [117 117 117]
  ...
  [195 195 195]
  [205 205 205]
  [203 203 203]]

 [[ 97  97  97]
  [110 110 110]
  [117 117 117]
  ...
  [186 186 186]
  [197 197 197]
  [194 194 194]]]",682,1024,"[[388.79937744140625, 201.57333374023438, 877.8323974609375, 655.02587890625], [0.07939453423023224, 242.68594360351562, 504.8529357910156, 613.8394775390625]]","[[0.3796868920326233, 0.295562072932895, 0.8572582006454468, 0.960448502795088], [7.753372483421117e-05, 0.3558444920872663, 0.4930204451084137, 0.9000578849546371]]","[[379.52, 194.033774, 876.8, 657.0251599999999]]","<class 'list'>","[[0.370625, 0.284507, 0.85625, 0.9633799999999999]]","[[0.9849573110867358, 0.5652326339518957]]","[0.9849573110867358]",1,0.9849573110867358
"[[[ 5  5  5]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [12 12 12]
  [12 12 12]
  [12 12 12]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 7  7  7]
  ...
  [11 11 11]
  [12 12 12]
  [12 12 12]]

 [[ 8  8  8]
  [ 8  8  8]
  [ 9  9  9]
  ...
  [11 11 11]
  [12 12 12]
  [12 12 12]]

 ...

 [[12 12 12]
  [12 12 12]
  [13 13 13]
  ...
  [36 36 36]
  [45 45 45]
  [51 51 51]]

 [[11 11 11]
  [11 11 11]
  [11 11 11]
  ...
  [38 38 38]
  [48 48 48]
  [54 54 54]]

 [[ 9  9  9]
  [ 9  9  9]
  [10 10 10]
  ...
  [41 41 41]
  [50 50 50]
  [57 57 57]]]",684,1024,"[[0.8042968511581421, 0.7090820074081421, 1017.021484375, 678.8414916992188]]","[[0.0007854461437091231, 0.001036669601473892, 0.9931850433349609, 0.9924583211976882]]","[[0.0, 0.0, 1022.0001279999999, 681.999984]]","<class 'list'>","[[0.0, 0.0, 0.9980469999999999, 0.9970760000000001]]","[[0.9943502275723519]]","[0.9943502275723519]",1,0.9943502275723519
"[[[106 106 106]
  [106 106 106]
  [107 107 107]
  ...
  [110 110 110]
  [110 110 110]
  [110 110 110]]

 [[105 105 105]
  [105 105 105]
  [106 106 106]
  ...
  [110 110 110]
  [110 110 110]
  [110 110 110]]

 [[103 103 103]
  [104 104 104]
  [104 104 104]
  ...
  [110 110 110]
  [110 110 110]
  [110 110 110]]

 ...

 [[104 104 104]
  [ 98  98  98]
  [ 92  92  92]
  ...
  [ 74  74  74]
  [ 56  56  56]
  [ 72  72  72]]

 [[ 92  92  92]
  [ 92  92  92]
  [100 100 100]
  ...
  [ 81  81  81]
  [ 65  65  65]
  [ 84  84  84]]

 [[ 90  90  90]
  [ 86  86  86]
  [ 95  95  95]
  ...
  [ 89  89  89]
  [ 65  65  65]
  [ 78  78  78]]]",681,1024,"[[87.2607650756836, 5.934790134429932, 741.9060668945312, 670.6490478515625], [251.0495147705078, 129.2156982421875, 736.66748046875, 680.6807861328125]]","[[0.08521559089422226, 0.00871481664380313, 0.7245176434516907, 0.9848003639523678], [0.24516554176807404, 0.18974405028221367, 0.7194018363952637, 0.9995312571700624]]","[[76.16, 0.0, 742.4, 680.359179]]","<class 'list'>","[[0.074375, 0.0, 0.725, 0.999059]]","[[0.9817269062904252, 0.8081939887209245]]","[0.9817269062904252]",1,0.9817269062904252
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",799,1024,"[[18.865039825439453, 83.3377914428711, 1019.642578125, 752.2310791015625]]","[[0.018422890454530716, 0.10430261757555831, 0.9957447052001953, 0.9414656809781758]]","[[5.12, 71.705456, 952.32, 627.4195440000001]]","<class 'list'>","[[0.005, 0.089744, 0.93, 0.7852560000000001]]","[[0.8724009953197687]]","[0.8724009953197687]",1,0.8724009953197687
"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [250 250 250]
  [245 245 245]
  [244 244 244]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [247 247 247]
  [244 244 244]
  [244 244 244]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [250 250 250]
  [250 250 250]
  [250 250 250]]

 ...

 [[134 134 134]
  [132 132 132]
  [128 128 128]
  ...
  [216 216 216]
  [218 218 218]
  [217 217 217]]

 [[102 102 102]
  [ 99  99  99]
  [ 96  96  96]
  ...
  [216 216 216]
  [218 218 218]
  [217 217 217]]

 [[ 81  81  81]
  [ 79  79  79]
  [ 76  76  76]
  ...
  [216 216 216]
  [218 218 218]
  [217 217 217]]]",931,1024,"[[51.676170349121094, 0.0, 1022.828125, 930.8109130859375]]","[[0.05046501010656357, 0.0, 0.9988555908203125, 0.9997968991256042]]","[[0.0, 0.0, 1021.353984, 928.3550290000001]]","<class 'list'>","[[0.0, 0.0, 0.997416, 0.997159]]","[[0.9727804066919166]]","[0.9727804066919166]",1,0.9727804066919166
"[[[114 114 114]
  [113 113 113]
  [112 112 112]
  ...
  [106 106 106]
  [103 103 103]
  [103 103 103]]

 [[118 118 118]
  [112 112 112]
  [106 106 106]
  ...
  [106 106 106]
  [107 107 107]
  [109 109 109]]

 [[117 117 117]
  [110 110 110]
  [103 103 103]
  ...
  [106 106 106]
  [109 109 109]
  [114 114 114]]

 ...

 [[127 127 127]
  [126 126 126]
  [125 125 125]
  ...
  [137 137 137]
  [138 138 138]
  [138 138 138]]

 [[130 130 130]
  [131 131 131]
  [132 132 132]
  ...
  [134 134 134]
  [134 134 134]
  [134 134 134]]

 [[130 130 130]
  [131 131 131]
  [132 132 132]
  ...
  [134 134 134]
  [134 134 134]
  [134 134 134]]]",634,1024,"[[227.5757598876953, 147.3146514892578, 873.4343872070312, 489.89666748046875]]","[[0.22224195301532745, 0.23235749446255174, 0.8529632687568665, 0.7727076774139886]]","[[231.19974399999998, 151.903864, 867.2, 492.489298]]","<class 'list'>","[[0.22578099999999998, 0.239596, 0.846875, 0.7767970000000001]]","[[0.986820422438256]]","[0.986820422438256]",1,0.986820422438256
"[[[197 197 197]
  [196 196 196]
  [196 196 196]
  ...
  [126 126 126]
  [128 128 128]
  [130 130 130]]

 [[196 196 196]
  [195 195 195]
  [195 195 195]
  ...
  [123 123 123]
  [125 125 125]
  [127 127 127]]

 [[194 194 194]
  [194 194 194]
  [193 193 193]
  ...
  [119 119 119]
  [121 121 121]
  [122 122 122]]

 ...

 [[187 187 187]
  [169 169 169]
  [149 149 149]
  ...
  [209 209 209]
  [186 186 186]
  [156 156 156]]

 [[204 204 204]
  [200 200 200]
  [195 195 195]
  ...
  [205 205 205]
  [194 194 194]
  [171 171 171]]

 [[191 191 191]
  [199 199 199]
  [207 207 207]
  ...
  [207 207 207]
  [208 208 208]
  [192 192 192]]]",683,1024,"[[44.4091796875, 40.932861328125, 996.5294799804688, 646.586181640625]]","[[0.04336833953857422, 0.05993098291087116, 0.9731733202934265, 0.9466854782439604]]","[[40.32, 39.083309, 1000.96, 672.108199]]","<class 'list'>","[[0.039375, 0.057223, 0.9775, 0.9840530000000001]]","[[0.974997794486832]]","[0.974997794486832]",1,0.974997794486832
"[[[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [13 13 13]
  [46 46 46]
  [51 51 51]]

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [13 13 13]
  [46 46 46]
  [51 51 51]]

 [[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [14 14 14]
  [47 47 47]
  [52 52 52]]

 ...

 [[11 11 11]
  [30 30 30]
  [32 32 32]
  ...
  [17 17 17]
  [17 17 17]
  [23 23 23]]

 [[29 29 29]
  [41 41 41]
  [38 38 38]
  ...
  [23 23 23]
  [23 23 23]
  [22 22 22]]

 [[56 56 56]
  [62 62 62]
  [54 54 54]
  ...
  [17 17 17]
  [18 18 18]
  [18 18 18]]]",1024,768,"[[0.0, 47.27070236206055, 768.0, 1024.0]]","[[0.0, 0.04616279527544975, 1.0, 1.0]]","[[0.0, 56.32, 767.360256, 1023.36]]","<class 'list'>","[[0.0, 0.055, 0.999167, 0.999375]]","[[0.9947426341932626]]","[0.9947426341932626]",1,0.9947426341932626
"[[[ 11  11  11]
  [ 20  20  20]
  [ 28  28  28]
  ...
  [ 18  18  18]
  [ 19  19  19]
  [ 21  21  21]]

 [[ 15  15  15]
  [ 22  22  22]
  [ 28  28  28]
  ...
  [ 23  23  23]
  [ 24  24  24]
  [ 26  26  26]]

 [[ 15  15  15]
  [ 20  20  20]
  [ 23  23  23]
  ...
  [ 17  17  17]
  [ 17  17  17]
  [ 17  17  17]]

 ...

 [[192 192 192]
  [223 223 223]
  [218 218 218]
  ...
  [182 182 182]
  [180 180 180]
  [170 170 170]]

 [[214 214 214]
  [226 226 226]
  [201 201 201]
  ...
  [181 181 181]
  [184 184 184]
  [178 178 178]]

 [[231 231 231]
  [227 227 227]
  [184 184 184]
  ...
  [179 179 179]
  [188 188 188]
  [186 186 186]]]",683,1024,"[[174.11288452148438, 329.03057861328125, 370.8999938964844, 500.09210205078125], [582.4364013671875, 325.0289001464844, 837.9410400390625, 543.3948364257812], [579.7205810546875, 368.11553955078125, 801.5914916992188, 544.9915771484375]]","[[0.17003211379051208, 0.48174316048796667, 0.3622070252895355, 0.7321992709381863], [0.568785548210144, 0.47588418762296397, 0.818301796913147, 0.795600053332037], [0.5661333799362183, 0.5389685791373078, 0.7828041911125183, 0.7979378874794106]]","[[173.44, 336.374085, 368.64, 495.91195700000003]]","<class 'list'>","[[0.169375, 0.49249499999999996, 0.36, 0.726079]]","[[0.9841458226979299, 0.4557237795988316, 0.45790611583632373]]","[0.9841458226979299]",1,0.9841458226979299
"[[[180 180 180]
  [180 180 180]
  [180 180 180]
  ...
  [178 178 178]
  [178 178 178]
  [178 178 178]]

 [[180 180 180]
  [180 180 180]
  [180 180 180]
  ...
  [178 178 178]
  [178 178 178]
  [178 178 178]]

 [[180 180 180]
  [180 180 180]
  [180 180 180]
  ...
  [178 178 178]
  [178 178 178]
  [178 178 178]]

 ...

 [[ 54  54  54]
  [ 54  54  54]
  [ 53  53  53]
  ...
  [130 130 130]
  [132 132 132]
  [135 135 135]]

 [[ 52  52  52]
  [ 52  52  52]
  [ 51  51  51]
  ...
  [131 131 131]
  [130 130 130]
  [130 130 130]]

 [[ 50  50  50]
  [ 50  50  50]
  [ 49  49  49]
  ...
  [135 135 135]
  [130 130 130]
  [126 126 126]]]",768,1024,"[[805.3698120117188, 695.5847778320312, 908.1331176757812, 762.0535278320312], [670.10986328125, 404.852783203125, 807.0247192382812, 490.008056640625], [532.2608032226562, 589.4402465820312, 611.9243774414062, 622.7887573242188], [144.4075469970703, 678.7213134765625, 183.608642578125, 727.4541015625], [357.0213623046875, 578.8287353515625, 402.5657958984375, 611.8980102539062], [426.3002014160156, 565.8215942382812, 451.59063720703125, 605.6129760742188], [155.1282196044922, 592.4783325195312, 181.56167602539062, 623.7937622070312], [318.63275146484375, 574.1355590820312, 362.354736328125, 607.0689697265625]]","[[0.7864939570426941, 0.9057093461354574, 0.8868487477302551, 0.9922571976979574], [0.6544041633605957, 0.5271520614624023, 0.788110077381134, 0.6380313237508138], [0.5197859406471252, 0.7675003210703532, 0.5975823998451233, 0.8109228610992432], [0.14102299511432648, 0.8837517102559408, 0.1793053150177002, 0.9472058614095052], [0.3486536741256714, 0.7536832491556803, 0.39313066005706787, 0.7967422008514404], [0.41630879044532776, 0.7367468674977621, 0.44100648164749146, 0.788558562596639], [0.1514924019575119, 0.7714561621348063, 0.17730632424354553, 0.8122314612070719], [0.3111647963523865, 0.7475723425547282, 0.35386204719543457, 0.7904543876647949]]","[[666.24, 404.480256, 808.96, 489.59999999999997]]","<class 'list'>","[[0.650625, 0.526667, 0.79, 0.6375]]","[[0.4252486027599652, 0.9941167665719919, 0.5259529627150042, 0.20214376249511956, 0.38628024133647904, 0.43636903331509386, 0.24298789938975332, 0.36233049904031267]]","[0.9941167665719919]",1,0.9941167665719919
"[[[165 165 165]
  [152 152 152]
  [141 141 141]
  ...
  [ 30  30  30]
  [ 30  30  30]
  [ 29  29  29]]

 [[169 169 169]
  [157 157 157]
  [152 152 152]
  ...
  [ 32  32  32]
  [ 32  32  32]
  [ 32  32  32]]

 [[160 160 160]
  [150 150 150]
  [151 151 151]
  ...
  [ 35  35  35]
  [ 35  35  35]
  [ 35  35  35]]

 ...

 [[109 109 109]
  [108 108 108]
  [106 106 106]
  ...
  [126 126 126]
  [117 117 117]
  [109 109 109]]

 [[104 104 104]
  [103 103 103]
  [102 102 102]
  ...
  [123 123 123]
  [115 115 115]
  [107 107 107]]

 [[104 104 104]
  [102 102 102]
  [101 101 101]
  ...
  [129 129 129]
  [123 123 123]
  [118 118 118]]]",678,1024,"[[661.4525146484375, 183.02456665039062, 794.10595703125, 364.2945861816406], [125.63603210449219, 179.4482879638672, 209.3980712890625, 294.50189208984375], [484.0277404785156, 186.42666625976562, 577.0593872070312, 280.07354736328125]]","[[0.6459497213363647, 0.26994773842240505, 0.7754940986633301, 0.5373076492354582], [0.12269143760204315, 0.26467299109714926, 0.2044903039932251, 0.4343685724038993], [0.4726833403110504, 0.2749655844539316, 0.5635345578193665, 0.4130878279694414]]","[[128.799744, 183.09186599999998, 208.799744, 296.625], [487.999488, 203.880024, 575.200256, 279.035646], [659.9997440000001, 186.289992, 792.800256, 362.985606]]","<class 'list'>","[[0.125781, 0.270047, 0.203906, 0.4375], [0.476562, 0.300708, 0.561719, 0.411557], [0.6445310000000001, 0.274764, 0.774219, 0.535377]]","[[0.31949380164467633, 0.9893854471789928, 0.49894482614940927], [0.6280664478140718, 0.4864740798252486, 0.9709417427143484], [0.9923138305833528, 0.3182773235128048, 0.6457673361666944]]","[0.9893854471789928, 0.9709417427143484, 0.9923138305833528]",3,0.9842136734922313
"[[[ 79  79  79]
  [ 80  80  80]
  [ 81  81  81]
  ...
  [110 110 110]
  [110 110 110]
  [107 107 107]]

 [[ 81  81  81]
  [ 82  82  82]
  [ 82  82  82]
  ...
  [116 116 116]
  [114 114 114]
  [109 109 109]]

 [[ 85  85  85]
  [ 84  84  84]
  [ 83  83  83]
  ...
  [114 114 114]
  [109 109 109]
  [102 102 102]]

 ...

 [[111 111 111]
  [ 89  89  89]
  [ 74  74  74]
  ...
  [ 57  57  57]
  [ 55  55  55]
  [ 54  54  54]]

 [[111 111 111]
  [ 89  89  89]
  [ 74  74  74]
  ...
  [ 57  57  57]
  [ 55  55  55]
  [ 54  54  54]]

 [[111 111 111]
  [ 89  89  89]
  [ 74  74  74]
  ...
  [ 57  57  57]
  [ 55  55  55]
  [ 54  54  54]]]",763,1024,"[[127.0938491821289, 161.36776733398438, 963.9119873046875, 688.0402221679688]]","[[0.12411508709192276, 0.21149117606026785, 0.9413203001022339, 0.9017565166028424]]","[[181.76, 158.10504500000002, 932.48, 706.031368]]","<class 'list'>","[[0.1775, 0.207215, 0.910625, 0.925336]]","[[0.9389726929053798]]","[0.9389726929053798]",1,0.9389726929053798
"[[[101 101 101]
  [ 92  92  92]
  [ 91  91  91]
  ...
  [183 183 183]
  [175 175 175]
  [157 157 157]]

 [[ 93  93  93]
  [ 92  92  92]
  [ 93  93  93]
  ...
  [171 171 171]
  [174 174 174]
  [165 165 165]]

 [[ 95  95  95]
  [102 102 102]
  [100 100 100]
  ...
  [176 176 176]
  [174 174 174]
  [157 157 157]]

 ...

 [[ 29  29  29]
  [ 21  21  21]
  [ 22  22  22]
  ...
  [ 68  68  68]
  [ 65  65  65]
  [ 51  51  51]]

 [[ 32  32  32]
  [ 21  21  21]
  [ 18  18  18]
  ...
  [ 75  75  75]
  [ 72  72  72]
  [ 59  59  59]]

 [[ 34  34  34]
  [ 21  21  21]
  [ 14  14  14]
  ...
  [ 81  81  81]
  [ 78  78  78]
  [ 65  65  65]]]",683,1024,"[[145.80006408691406, 225.03262329101562, 295.08197021484375, 554.5950317382812], [678.0372924804688, 197.99755859375, 861.0841674804688, 436.3924865722656]]","[[0.14238287508487701, 0.3294767544524387, 0.28816598653793335, 0.8119985823400897], [0.6621457934379578, 0.2898939364476574, 0.8409025073051453, 0.6389348266065382]]","[[675.84, 214.63889700000001, 860.8, 444.01420199999995]]","<class 'list'>","[[0.66, 0.314259, 0.840625, 0.650094]]","[[0.33912444308844014, 0.9719181069900047]]","[0.9719181069900047]",1,0.9719181069900047
"[[[82 82 82]
  [82 82 82]
  [81 81 81]
  ...
  [70 70 70]
  [68 68 68]
  [67 67 67]]

 [[81 81 81]
  [82 82 82]
  [83 83 83]
  ...
  [71 71 71]
  [69 69 69]
  [68 68 68]]

 [[79 79 79]
  [81 81 81]
  [84 84 84]
  ...
  [72 72 72]
  [71 71 71]
  [70 70 70]]

 ...

 [[32 32 32]
  [35 35 35]
  [32 32 32]
  ...
  [28 28 28]
  [30 30 30]
  [35 35 35]]

 [[24 24 24]
  [27 27 27]
  [27 27 27]
  ...
  [24 24 24]
  [26 26 26]
  [29 29 29]]

 [[24 24 24]
  [27 27 27]
  [27 27 27]
  ...
  [24 24 24]
  [26 26 26]
  [29 29 29]]]",682,1024,"[[22.007715225219727, 141.36453247070312, 591.5289306640625, 664.5543823242188], [592.46337890625, 297.04541015625, 956.5460205078125, 621.4479370117188], [602.6153564453125, 145.26797485351562, 986.2883911132812, 380.9535217285156], [602.0587768554688, 143.80563354492188, 984.6515502929688, 575.12890625]]","[[0.02149190939962864, 0.20727937312419814, 0.5776649713516235, 0.9744199154314058], [0.5785775184631348, 0.4355504547745601, 0.9341269731521606, 0.9112139838881507], [0.5884915590286255, 0.21300289567964167, 0.9631722569465637, 0.5585828764347737], [0.5879480242729187, 0.21085870021249542, 0.9615737795829773, 0.8432975164956011]]","[[19.2, 146.00597, 592.64, 681.3596020000001], [607.36, 140.882786, 988.8, 649.981464]]","<class 'list'>","[[0.01875, 0.214085, 0.57875, 0.9990610000000002], [0.593125, 0.206573, 0.965625, 0.9530519999999999]]","[[0.9800484939622748, 0.44603422268363857, 0.4030998059409515, 0.47300643773678713], [0.5013607377116768, 0.8182178361471537, 0.7670809858222385, 0.928669682102252]]","[0.9800484939622748, 0.928669682102252]",2,0.9543590880322634
"[[[122 122 122]
  [115 115 115]
  [126 126 126]
  ...
  [ 83  83  83]
  [ 74  74  74]
  [ 69  69  69]]

 [[110 110 110]
  [109 109 109]
  [127 127 127]
  ...
  [ 89  89  89]
  [ 79  79  79]
  [ 73  73  73]]

 [[119 119 119]
  [103 103 103]
  [105 105 105]
  ...
  [ 84  84  84]
  [ 69  69  69]
  [ 63  63  63]]

 ...

 [[193 193 193]
  [148 148 148]
  [112 112 112]
  ...
  [204 204 204]
  [148 148 148]
  [176 176 176]]

 [[199 199 199]
  [225 225 225]
  [254 254 254]
  ...
  [119 119 119]
  [159 159 159]
  [183 183 183]]

 [[213 213 213]
  [220 220 220]
  [222 222 222]
  ...
  [159 159 159]
  [179 179 179]
  [188 188 188]]]",578,1024,"[[662.4987182617188, 176.9457550048828, 919.6595458984375, 501.32464599609375], [56.417213439941406, 16.9638671875, 215.3923797607422, 320.19061279296875]]","[[0.6469714045524597, 0.30613452422990106, 0.8981050252914429, 0.8673436781939339], [0.05509493499994278, 0.029349251189446368, 0.2103441208600998, 0.5539629979117107]]","[[52.48, 17.942276, 215.04, 319.75827], [659.2, 179.423338, 913.28, 504.308468]]","<class 'list'>","[[0.05125, 0.031042, 0.21, 0.553215], [0.64375, 0.310421, 0.891875, 0.872506]]","[[0.23288620996086903, 0.9947960960721539], [0.9865013575181832, 0.23436102599772676]]","[0.9947960960721539, 0.9865013575181832]",2,0.9906487267951686
"[[[165 165 165]
  [165 165 165]
  [165 165 165]
  ...
  [216 216 216]
  [216 216 216]
  [216 216 216]]

 [[165 165 165]
  [165 165 165]
  [165 165 165]
  ...
  [216 216 216]
  [216 216 216]
  [216 216 216]]

 [[165 165 165]
  [165 165 165]
  [165 165 165]
  ...
  [216 216 216]
  [216 216 216]
  [216 216 216]]

 ...

 [[135 135 135]
  [132 132 132]
  [110 110 110]
  ...
  [114 114 114]
  [137 137 137]
  [144 144 144]]

 [[135 135 135]
  [139 139 139]
  [124 124 124]
  ...
  [127 127 127]
  [154 154 154]
  [146 146 146]]

 [[137 137 137]
  [120 120 120]
  [ 93  93  93]
  ...
  [136 136 136]
  [153 153 153]
  [141 141 141]]]",681,1024,"[[580.8880615234375, 248.73788452148438, 920.2369384765625, 648.7294921875]]","[[0.5672734975814819, 0.36525386860717235, 0.8986688852310181, 0.9526130575440529]]","[[581.12, 250.49018700000002, 923.52, 649.6086240000001]]","<class 'list'>","[[0.5675, 0.367827, 0.901875, 0.9539040000000001]]","[[0.9950059480450152]]","[0.9950059480450152]",1,0.9950059480450152
