image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
"[[[ 43  47  42]
  [ 47  51  46]
  [ 51  55  50]
  ...
  [153 144 135]
  [149 139 129]
  [142 130 120]]

 [[ 42  46  41]
  [ 46  50  45]
  [ 51  55  50]
  ...
  [153 143 133]
  [154 142 132]
  [161 147 135]]

 [[ 41  45  40]
  [ 44  48  43]
  [ 48  52  47]
  ...
  [141 129 119]
  [154 138 125]
  [181 164 151]]

 ...

 [[147 151 145]
  [152 159 152]
  [156 163 156]
  ...
  [137 162 172]
  [127 153 165]
  [125 152 166]]

 [[141 147 142]
  [154 160 155]
  [160 167 162]
  ...
  [143 159 175]
  [135 153 170]
  [120 138 155]]

 [[130 136 131]
  [149 156 151]
  [162 169 166]
  ...
  [141 154 170]
  [145 159 178]
  [127 141 160]]]",1024,1024,"[[131.3581085205078, 232.138671875, 854.3638916015625, 864.7116088867188], [217.7150421142578, 232.65771484375, 838.7655029296875, 912.92041015625]]","[[0.1282794028520584, 0.2266979217529297, 0.8343397378921509, 0.8444449305534363], [0.2126123458147049, 0.2272047996520996, 0.819106936454773, 0.8915238380432129]]","[[241.92, 248.32, 840.96, 847.36]]",<class 'list'>,"[[0.23625, 0.2425, 0.82125, 0.8275]]","[[0.9102350226852802, 0.9371383139134807]]",[0.9371383139134807],1,0.9371383139134807
"[[[ 34  34  34]
  [ 37  37  37]
  [ 38  38  38]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]]

 [[ 40  40  40]
  [ 40  40  40]
  [ 39  39  39]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 12  12  12]]

 [[ 39  39  39]
  [ 37  37  37]
  [ 36  36  36]
  ...
  [ 10  10  10]
  [ 11  11  11]
  [ 12  12  12]]

 ...

 [[195 195 195]
  [196 196 196]
  [198 198 198]
  ...
  [164 164 164]
  [163 163 163]
  [165 165 165]]

 [[198 198 198]
  [197 197 197]
  [196 196 196]
  ...
  [161 161 161]
  [163 163 163]
  [167 167 167]]

 [[201 201 201]
  [197 197 197]
  [195 195 195]
  ...
  [161 161 161]
  [160 160 160]
  [163 163 163]]]",832,1024,"[[94.6309585571289, 20.882104873657227, 1023.6629638671875, 825.0606689453125]]","[[0.0924130454659462, 0.025098683742376473, 0.9996708631515503, 0.9916594578669622]]","[[5.76, 30.719936000000004, 927.36, 831.360192]]",<class 'list'>,"[[0.005625, 0.036923000000000004, 0.905625, 0.999231]]",[[0.9007768241618606]],[0.9007768241618606],1,0.9007768241618606
"[[[161 103  54]
  [162 104  55]
  [163 107  60]
  ...
  [123 139 168]
  [109 129 154]
  [ 93 116 138]]

 [[161 103  54]
  [163 105  56]
  [163 107  60]
  ...
  [124 138 166]
  [113 134 156]
  [103 124 145]]

 [[163 104  55]
  [163 105  56]
  [166 107  61]
  ...
  [ 87 101 124]
  [ 79  96 117]
  [ 72  89 108]]

 ...

 [[ 24  54  55]
  [ 49  76  86]
  [ 85 109 129]
  ...
  [141 188 215]
  [141 186 213]
  [145 190 217]]

 [[ 26  55  59]
  [ 47  73  87]
  [ 75  98 120]
  ...
  [141 188 215]
  [144 189 216]
  [152 197 224]]

 [[ 37  65  72]
  [ 54  79  95]
  [ 72  93 120]
  ...
  [139 186 213]
  [145 190 217]
  [156 201 228]]]",683,1024,"[[190.755126953125, 108.01411437988281, 489.38946533203125, 318.62274169921875]]","[[0.18628430366516113, 0.15814658035121934, 0.47791939973831177, 0.4665047462653276]]","[[370.683904, 424.155977, 538.089472, 557.928357]]",<class 'list'>,"[[0.361996, 0.621019, 0.525478, 0.816879]]",[[0.44134329307458503]],[0.44134329307458503],1,0.44134329307458503
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 33  36  34]
  [ 33  36  34]
  [ 34  37  35]
  ...
  [ 31  78  56]
  [ 29  78  58]
  [ 30  79  59]]

 [[ 30  35  33]
  [ 30  35  33]
  [ 30  35  33]
  ...
  [ 29  76  54]
  [ 27  76  56]
  [ 29  78  58]]

 [[ 28  37  34]
  [ 28  37  34]
  [ 30  37  34]
  ...
  [ 29  76  54]
  [ 27  76  56]
  [ 29  78  58]]]",768,1024,"[[0.0, 0.0, 894.8341674804688, 753.5320434570312], [47.918067932128906, 232.5720977783203, 1024.0, 755.4544677734375]]","[[0.0, 0.0, 0.8738614916801453, 0.9811615149180094], [0.046794988214969635, 0.30282825231552124, 1.0, 0.9836646715799967]]","[[0.0, 0.0, 1023.36, 767.360256]]",<class 'list'>,"[[0.0, 0.0, 0.999375, 0.999167]]","[[0.9287825294780275, 0.820874622723049]]",[0.9287825294780275],1,0.9287825294780275
"[[[ 84  94 104]
  [ 82  94 106]
  [ 81  94 108]
  ...
  [  7  21   9]
  [  9  21   9]
  [  9  21   9]]

 [[ 85  94 107]
  [ 85  97 109]
  [ 83  96 110]
  ...
  [  7  21  10]
  [  9  20  10]
  [  9  20  10]]

 [[ 85  94 107]
  [ 86  97 111]
  [ 82  97 113]
  ...
  [  8  21  13]
  [  9  20  12]
  [  9  20  12]]

 ...

 [[ 88 149 193]
  [  7  32  58]
  [ 70  89  97]
  ...
  [139 199 223]
  [134 194 218]
  [129 189 213]]

 [[ 39  91 108]
  [  8  37  51]
  [ 84 110 116]
  ...
  [141 201 225]
  [135 195 219]
  [130 190 214]]

 [[  0  14  27]
  [ 36  54  71]
  [ 77 101 119]
  ...
  [141 201 225]
  [131 193 217]
  [125 187 211]]]",1024,956,"[[242.72021484375, 216.5973663330078, 601.3172607421875, 594.5078125]]","[[0.2538914381210774, 0.21152086555957794, 0.6289929505671418, 0.5805740356445312]]","[[218.349444, 206.72, 602.5429, 614.4]]",<class 'list'>,"[[0.22839900000000002, 0.201875, 0.630275, 0.6]]",[[0.9605046523834182]],[0.9605046523834182],1,0.9605046523834182
"[[[  5   9  50]
  [  4   8  49]
  [  3   8  47]
  ...
  [161 122  90]
  [167 126  93]
  [168 127  94]]

 [[  1   5  46]
  [  1   6  45]
  [  1   6  45]
  ...
  [168 127  94]
  [166 123  90]
  [161 118  85]]

 [[  0   4  43]
  [  0   4  43]
  [  0   5  44]
  ...
  [167 122  89]
  [169 122  90]
  [171 125  91]]

 ...

 [[189 232 229]
  [182 225 222]
  [190 230 229]
  ...
  [ 25  62  60]
  [  9  48  46]
  [  9  50  45]]

 [[177 218 213]
  [182 223 218]
  [188 227 225]
  ...
  [ 52  87  83]
  [ 32  69  65]
  [ 17  58  51]]

 [[196 237 230]
  [200 241 234]
  [188 225 221]
  ...
  [ 53  88  84]
  [ 33  69  63]
  [ 24  62  56]]]",1024,1024,"[[243.29617309570312, 98.03657531738281, 748.5778198242188, 703.4398803710938]]","[[0.23759391903877258, 0.09573884308338165, 0.7310330271720886, 0.6869530081748962]]","[[240.64, 98.56, 853.12, 693.76]]",<class 'list'>,"[[0.235, 0.09625, 0.833125, 0.6775]]",[[0.9290238394160277]],[0.9290238394160277],1,0.9290238394160277
"[[[ 49  89 171]
  [ 46  86 168]
  [ 41  84 163]
  ...
  [ 40  81 166]
  [ 50  88 176]
  [ 48  86 174]]

 [[ 49  89 171]
  [ 45  86 165]
  [ 45  88 167]
  ...
  [ 40  81 166]
  [ 47  85 173]
  [ 43  81 169]]

 [[ 43  84 163]
  [ 39  80 159]
  [ 45  88 167]
  ...
  [ 39  83 167]
  [ 47  87 175]
  [ 44  84 172]]

 ...

 [[ 26  85 171]
  [ 28  87 173]
  [ 33  90 176]
  ...
  [ 28  89 182]
  [ 30  91 185]
  [ 31  93 187]]

 [[ 25  83 172]
  [ 26  84 173]
  [ 30  86 175]
  ...
  [ 31  94 186]
  [ 31  93 187]
  [ 29  93 187]]

 [[ 24  82 171]
  [ 25  83 172]
  [ 27  82 173]
  ...
  [ 35  98 190]
  [ 33  97 191]
  [ 31  95 189]]]",792,1024,"[[61.4755859375, 63.70429611206055, 987.7242431640625, 704.4781494140625]]","[[0.060034751892089844, 0.08043471731320777, 0.9645744562149048, 0.8894926128965436]]","[[57.518080000000005, 62.732736, 991.755264, 686.574504]]",<class 'list'>,"[[0.056170000000000005, 0.079208, 0.968511, 0.8668870000000001]]",[[0.9828593628596953]],[0.9828593628596953],1,0.9828593628596953
"[[[ 91  99  99]
  [ 93  98  97]
  [ 92  96  97]
  ...
  [125 127 128]
  [126 126 126]
  [126 127 125]]

 [[ 93 100 103]
  [ 94  99 100]
  [ 93  96 100]
  ...
  [124 126 126]
  [122 125 123]
  [123 125 125]]

 [[ 96  98 108]
  [ 96  99 107]
  [ 94  98 103]
  ...
  [123 125 126]
  [124 126 127]
  [123 125 125]]

 ...

 [[127  68 119]
  [116  46 106]
  [ 99  30  81]
  ...
  [194 198 187]
  [194 196 184]
  [191 194 185]]

 [[189 202 194]
  [184 185 189]
  [164 136 165]
  ...
  [178 183 174]
  [179 188 175]
  [175 187 167]]

 [[173 184 176]
  [179 191 179]
  [172 165 172]
  ...
  [172 180 173]
  [169 177 166]
  [154 166 146]]]",683,1024,"[[318.67926025390625, 316.04327392578125, 585.0758056640625, 498.3829040527344]]","[[0.3112102150917053, 0.46272807309777636, 0.571363091468811, 0.7296967848502699]]","[[319.36, 319.715715, 565.76, 499.115227]]",<class 'list'>,"[[0.311875, 0.468105, 0.5525, 0.730769]]",[[0.9795093038558564]],[0.9795093038558564],1,0.9795093038558564
"[[[ 85 127 186]
  [ 82 120 192]
  [ 85 127 194]
  ...
  [ 23  37  86]
  [ 27  35  88]
  [ 18  36  77]]

 [[ 86 123 183]
  [ 85 125 184]
  [ 89 128 190]
  ...
  [ 29  38  95]
  [ 29  39  86]
  [ 29  38  82]]

 [[ 83 126 189]
  [ 85 132 184]
  [ 86 130 189]
  ...
  [ 32  40 107]
  [ 26  39  95]
  [ 32  39  89]]

 ...

 [[ 26  44 103]
  [ 30  40 110]
  [ 36  43 116]
  ...
  [229 233 222]
  [222 230 223]
  [216 233 220]]

 [[ 25  41 108]
  [ 28  37 111]
  [ 33  41 111]
  ...
  [217 234 221]
  [214 231 220]
  [219 230 220]]

 [[ 26  38 116]
  [ 28  36 113]
  [ 32  41 108]
  ...
  [203 235 216]
  [206 232 218]
  [220 228 221]]]",683,1024,"[[130.28085327148438, 272.015625, 998.5011596679688, 673.5146484375]]","[[0.12722739577293396, 0.3982659224011713, 0.9750987887382507, 0.9861122231881405]]","[[293.12, 271.02191300000004, 827.52, 475.40898]]",<class 'list'>,"[[0.28625, 0.3968110000000001, 0.808125, 0.69606]]",[[0.6726311185420241]],[0.6726311185420241],1,0.6726311185420241
"[[[ 73  85  91]
  [ 73  85  91]
  [ 73  85  91]
  ...
  [156 158 168]
  [156 158 168]
  [155 157 167]]

 [[ 73  85  91]
  [ 73  85  91]
  [ 74  86  92]
  ...
  [156 158 168]
  [156 158 168]
  [155 157 167]]

 [[ 74  86  92]
  [ 74  86  92]
  [ 75  87  93]
  ...
  [157 159 169]
  [156 158 168]
  [156 158 168]]

 ...

 [[171 194 216]
  [171 194 216]
  [171 194 216]
  ...
  [132 153 180]
  [134 155 182]
  [136 157 184]]

 [[171 195 215]
  [171 195 215]
  [171 195 215]
  ...
  [131 152 179]
  [133 154 181]
  [135 156 183]]

 [[171 195 215]
  [171 195 215]
  [171 195 215]
  ...
  [131 152 179]
  [133 154 181]
  [135 156 183]]]",768,1024,"[[62.773826599121094, 6.4954833984375, 1011.7659912109375, 616.2923583984375]]","[[0.06130256503820419, 0.008457660675048828, 0.9880527257919312, 0.8024640083312988]]","[[247.04, 0.0, 901.76, 604.8]]",<class 'list'>,"[[0.24125, 0.0, 0.880625, 0.7875]]",[[0.8403817947561969]],[0.8403817947561969],1,0.8403817947561969
"[[[ 29  29  23]
  [ 31  30  20]
  [ 37  35  27]
  ...
  [119 121  99]
  [108 116  93]
  [113 124  98]]

 [[ 35  35  23]
  [ 33  33  21]
  [ 30  30  16]
  ...
  [101 105  80]
  [ 96 107  81]
  [ 99 110  84]]

 [[ 32  32  20]
  [ 32  32  18]
  [ 34  34  20]
  ...
  [ 91  98  71]
  [ 96 107  81]
  [ 88  97  71]]

 ...

 [[ 90 120 137]
  [105 129 147]
  [131 149 166]
  ...
  [106 125 132]
  [103 120 129]
  [ 91 108 117]]

 [[128 143 162]
  [130 146 163]
  [143 159 176]
  ...
  [ 98 117 124]
  [108 126 133]
  [ 85 102 111]]

 [[139 152 166]
  [143 156 170]
  [141 158 171]
  ...
  [ 84 106 104]
  [ 83 100 103]
  [ 49  63  69]]]",1024,683,[],[],"[[165.437626, 291.27065600000003, 667.0635609999999, 700.8706559999999]]",<class 'list'>,"[[0.242222, 0.28444400000000003, 0.976667, 0.6844439999999999]]",[[]],[0],1,0.0
"[[[105 107 118]
  [119 120 134]
  [115 115 131]
  ...
  [127 127 133]
  [128 133 142]
  [118 127 137]]

 [[ 93  96 104]
  [ 99 101 111]
  [103 105 116]
  ...
  [123 130 139]
  [110 116 121]
  [126 131 134]]

 [[101 105 110]
  [109 113 118]
  [104 108 113]
  ...
  [ 98 110 120]
  [ 92  99 102]
  [123 126 124]]

 ...

 [[164 163 172]
  [165 167 175]
  [170 176 183]
  ...
  [159 170 178]
  [150 157 166]
  [142 144 155]]

 [[142 144 155]
  [159 165 176]
  [160 169 178]
  ...
  [141 147 154]
  [147 156 160]
  [187 196 199]]

 [[146 151 166]
  [154 163 177]
  [133 147 159]
  ...
  [146 147 151]
  [150 161 159]
  [162 177 173]]]",768,1024,"[[180.5430145263672, 209.46542358398438, 614.2613525390625, 548.3855590820312]]","[[0.17631153762340546, 0.272741436958313, 0.5998646020889282, 0.7140436967213949]]","[[179.2, 210.56025599999998, 980.48, 606.72]]",<class 'list'>,"[[0.175, 0.274167, 0.9575, 0.79]]",[[0.7580397948053136]],[0.7580397948053136],1,0.7580397948053136
"[[[  6   7   5]
  [ 14  15  13]
  [ 25  26  24]
  ...
  [ 59 112 162]
  [ 61 112 162]
  [ 61 112 162]]

 [[ 13  14  12]
  [ 25  26  24]
  [ 43  44  42]
  ...
  [ 60 113 163]
  [ 62 113 163]
  [ 62 113 163]]

 [[ 26  27  25]
  [ 45  46  44]
  [ 73  74  72]
  ...
  [ 62 115 166]
  [ 62 115 166]
  [ 62 115 166]]

 ...

 [[ 23  48  80]
  [ 22  50  81]
  [ 25  50  82]
  ...
  [103 152 198]
  [104 153 199]
  [105 154 200]]

 [[ 23  50  84]
  [ 22  50  84]
  [ 24  51  85]
  ...
  [106 156 202]
  [107 157 203]
  [108 158 204]]

 [[ 23  51  85]
  [ 24  52  86]
  [ 24  52  86]
  ...
  [108 158 204]
  [109 159 205]
  [110 160 206]]]",768,1024,"[[361.41021728515625, 19.96240234375, 695.71044921875, 624.44140625], [0.44645994901657104, 1.2257080078125, 353.4013977050781, 756.1446533203125], [1.1951415538787842, 0.9959961175918579, 356.33526611328125, 756.2708740234375]]","[[0.3529396653175354, 0.025992711385091145, 0.6794047355651855, 0.8130747477213541], [0.00043599604396149516, 0.0015959739685058594, 0.34511855244636536, 0.9845633506774902], [0.0011671304237097502, 0.001296869944781065, 0.3479836583137512, 0.984727700551351]]","[[354.304, 18.432000000000002, 686.08, 620.5440000000001]]",<class 'list'>,"[[0.346, 0.024000000000000004, 0.67, 0.8080000000000002]]","[[0.9838626881116933, 0.549106581413284, 0.5507245771071995]]",[0.9838626881116933],1,0.9838626881116933
"[[[238 115 125]
  [232 109 119]
  [224  99 109]
  ...
  [134  38  45]
  [135  39  46]
  [136  40  47]]

 [[238 115 125]
  [232 109 119]
  [224  99 109]
  ...
  [133  37  44]
  [134  38  45]
  [135  39  46]]

 [[237 112 122]
  [232 107 117]
  [224  99 109]
  ...
  [132  36  43]
  [133  37  44]
  [134  38  45]]

 ...

 [[ 61 158 255]
  [ 60 157 254]
  [ 61 155 254]
  ...
  [228 253 255]
  [228 253 255]
  [229 254 255]]

 [[ 61 161 255]
  [ 63 161 255]
  [ 63 158 255]
  ...
  [230 252 255]
  [230 252 255]
  [231 253 255]]

 [[ 62 163 255]
  [ 61 162 254]
  [ 64 159 255]
  ...
  [229 251 255]
  [231 251 255]
  [232 252 255]]]",684,1024,"[[274.7289123535156, 1.3223145008087158, 874.4423828125, 330.8147888183594], [279.58465576171875, 1.229162573814392, 867.7942504882812, 329.5960388183594]]","[[0.2682899534702301, 0.0019332083345156663, 0.853947639465332, 0.4836473520736248], [0.27303189039230347, 0.0017970213067461873, 0.8474553227424622, 0.4818655538280108]]","[[276.69811200000004, 8.713476, 910.7066880000001, 328.93012799999997]]",<class 'list'>,"[[0.27021300000000004, 0.012739, 0.8893620000000001, 0.48089199999999993]]","[[0.9682195166003948, 0.9647633807327513]]",[0.9682195166003948],1,0.9682195166003948
"[[[ 49 119 202]
  [ 46 119 199]
  [ 48 123 202]
  ...
  [ 52 128 211]
  [ 52 128 211]
  [ 50 126 209]]

 [[ 48 121 203]
  [ 47 122 201]
  [ 47 124 203]
  ...
  [ 49 127 210]
  [ 52 128 211]
  [ 51 127 210]]

 [[ 48 122 204]
  [ 46 123 202]
  [ 47 124 203]
  ...
  [ 48 128 211]
  [ 52 130 213]
  [ 52 130 213]]

 ...

 [[ 25  32  35]
  [ 25  31  36]
  [ 23  29  36]
  ...
  [ 30  30  30]
  [ 29  31  31]
  [ 34  37  35]]

 [[ 27  30  34]
  [ 26  29  34]
  [ 25  27  35]
  ...
  [ 33  33  33]
  [ 32  32  32]
  [ 35  35  35]]

 [[ 26  29  33]
  [ 25  28  33]
  [ 23  25  33]
  ...
  [ 32  32  32]
  [ 32  32  32]
  [ 34  34  34]]]",682,1024,"[[166.0748291015625, 190.2263641357422, 905.4269409179688, 534.2296142578125], [116.6336898803711, 199.4425811767578, 982.1311645507812, 610.7596435546875]]","[[0.16218245029449463, 0.2789242875890648, 0.8842059969902039, 0.7833278801434201], [0.1139000877737999, 0.2924378023119616, 0.9591124653816223, 0.8955419993470491]]","[[0.0, 189.37366799999998, 931.84, 609.7052719999999]]",<class 'list'>,"[[0.0, 0.277674, 0.91, 0.8939959999999999]]","[[0.8391550182056792, 0.9078085309279782]]",[0.9078085309279782],1,0.9078085309279782
"[[[  1  14  40]
  [  1  14  40]
  [  1  15  38]
  ...
  [ 20  89 139]
  [ 19  88 138]
  [ 22  91 141]]

 [[  1  15  38]
  [  1  15  38]
  [  1  15  38]
  ...
  [ 20  86 137]
  [ 17  86 136]
  [ 21  90 140]]

 [[  0  13  35]
  [  0  13  35]
  [  0  14  36]
  ...
  [ 19  85 134]
  [ 18  85 134]
  [ 22  89 138]]

 ...

 [[ 48 131 187]
  [ 65 148 204]
  [ 77 159 217]
  ...
  [ 77 163 217]
  [ 77 163 217]
  [ 78 164 218]]

 [[ 59 143 201]
  [ 72 156 214]
  [ 85 167 225]
  ...
  [ 80 163 218]
  [ 80 163 218]
  [ 79 162 217]]

 [[ 67 151 209]
  [ 78 162 220]
  [ 92 174 232]
  ...
  [ 82 165 220]
  [ 81 163 218]
  [ 79 161 216]]]",768,1024,"[[102.75459289550781, 96.8631820678711, 807.3154296875, 569.6793823242188]]","[[0.10034628212451935, 0.12612393498420715, 0.7883939743041992, 0.7417700290679932]]","[[0.0, 91.520256, 806.4, 565.760256]]",<class 'list'>,"[[0.0, 0.11916700000000001, 0.7875, 0.7366670000000001]]",[[0.9365459491835025]],[0.9365459491835025],1,0.9365459491835025
"[[[122 173 223]
  [124 175 225]
  [123 179 226]
  ...
  [134 186 232]
  [131 185 232]
  [130 184 231]]

 [[123 178 221]
  [128 180 226]
  [130 182 228]
  ...
  [135 187 233]
  [132 186 233]
  [129 183 230]]

 [[122 177 222]
  [129 181 227]
  [132 181 229]
  ...
  [137 189 235]
  [135 187 233]
  [132 184 230]]

 ...

 [[ 59 107 155]
  [ 57 102 153]
  [ 61 106 157]
  ...
  [ 54  99 156]
  [ 53 103 156]
  [ 52 102 155]]

 [[ 59 105 152]
  [ 63 107 154]
  [ 66 109 158]
  ...
  [ 57 104 160]
  [ 52 102 155]
  [ 50 100 153]]

 [[ 64 108 155]
  [ 65 109 156]
  [ 66 108 153]
  ...
  [ 55 102 156]
  [ 53 103 155]
  [ 50 101 151]]]",768,1024,"[[376.7203063964844, 112.969970703125, 729.0869140625, 436.70269775390625]]","[[0.3678909242153168, 0.147096316019694, 0.7119989395141602, 0.5686233043670654]]","[[357.76, 110.720256, 727.68, 435.200256]]",<class 'list'>,"[[0.349375, 0.14416700000000002, 0.710625, 0.566667]]",[[0.9820438757428938]],[0.9820438757428938],1,0.9820438757428938
"[[[125  84 142]
  [125  84 142]
  [124  83 144]
  ...
  [104  84  79]
  [105  83  77]
  [105  83  77]]

 [[124  83 141]
  [122  81 139]
  [122  81 142]
  ...
  [102  83  78]
  [102  82  77]
  [103  83  78]]

 [[119  77 138]
  [121  79 140]
  [124  82 143]
  ...
  [100  81  76]
  [101  82  77]
  [101  82  77]]

 ...

 [[  9   7   7]
  [ 11   9   9]
  [ 11   9   9]
  ...
  [  7   6   8]
  [  8   5   7]
  [  7   4   6]]

 [[ 10   8   8]
  [ 12  10  10]
  [ 12  10  10]
  ...
  [  6   5   7]
  [  7   4   6]
  [  6   3   5]]

 [[ 10   8   8]
  [ 13  11  11]
  [ 13  11  11]
  ...
  [  5   4   6]
  [  8   5   7]
  [  6   3   5]]]",685,1024,"[[297.7509765625, 243.16610717773438, 559.1353759765625, 529.2008666992188]]","[[0.2907724380493164, 0.3549870177777144, 0.5460306406021118, 0.7725560097798814]]","[[244.48, 244.32306000000003, 559.36, 527.66098]]",<class 'list'>,"[[0.23875, 0.35667600000000005, 0.54625, 0.770308]]",[[0.9574844477789667]],[0.9574844477789667],1,0.9574844477789667
"[[[157 138 135]
  [152 133 130]
  [146 129 126]
  ...
  [132 134 128]
  [132 135 126]
  [131 134 125]]

 [[154 135 132]
  [153 134 131]
  [151 134 131]
  ...
  [130 132 126]
  [129 132 123]
  [128 130 124]]

 [[149 131 130]
  [152 134 133]
  [155 137 136]
  ...
  [128 132 127]
  [127 131 125]
  [126 130 125]]

 ...

 [[121  94  98]
  [119  92  96]
  [116  91  95]
  ...
  [ 39  34  35]
  [ 22  20  20]
  [ 19  17  17]]

 [[119  89  94]
  [117  90  94]
  [115  90  94]
  ...
  [ 39  34  35]
  [ 26  24  24]
  [ 25  23  23]]

 [[110  80  85]
  [110  83  87]
  [112  85  89]
  ...
  [ 39  34  36]
  [ 26  24  24]
  [ 26  24  24]]]",1024,819,"[[288.6458740234375, 180.34805297851562, 667.8338012695312, 629.3152465820312]]","[[0.3524369646195818, 0.17612114548683167, 0.8154258867759845, 0.6145656704902649]]","[[282.331413, 184.00051200000001, 747.017271, 620.8]]",<class 'list'>,"[[0.344727, 0.17968800000000001, 0.9121090000000001, 0.60625]]",[[0.9261956278235115]],[0.9261956278235115],1,0.9261956278235115
"[[[ 62  76  75]
  [ 58  72  71]
  [ 64  78  77]
  ...
  [ 89 104 100]
  [ 73  88  84]
  [ 63  78  74]]

 [[ 59  73  72]
  [ 58  72  71]
  [ 64  78  77]
  ...
  [ 88 103  99]
  [ 67  82  78]
  [ 57  72  68]]

 [[ 61  75  74]
  [ 55  69  68]
  [ 55  67  67]
  ...
  [ 98 113 109]
  [ 76  91  87]
  [ 61  76  72]]

 ...

 [[159 188 193]
  [158 187 192]
  [166 192 199]
  ...
  [131 134 139]
  [131 134 139]
  [125 128 133]]

 [[158 187 191]
  [158 187 191]
  [167 193 199]
  ...
  [124 127 132]
  [129 132 137]
  [135 138 143]]

 [[162 189 193]
  [164 191 195]
  [171 197 203]
  ...
  [109 112 117]
  [116 119 124]
  [129 132 137]]]",819,1024,[],[],"[[198.4, 123.969573, 657.599488, 455.88897899999995]]",<class 'list'>,"[[0.19375, 0.151367, 0.642187, 0.5566409999999999]]",[[]],[0],1,0.0
"[[[ 10  16  15]
  [  6  11  12]
  [ 12  15  20]
  ...
  [157 161 149]
  [143 147 135]
  [140 144 132]]

 [[  7  12  13]
  [  7  12  13]
  [ 14  17  21]
  ...
  [158 162 150]
  [146 150 139]
  [140 144 133]]

 [[ 12  15  19]
  [ 11  14  18]
  [ 12  17  16]
  ...
  [156 160 149]
  [148 152 141]
  [140 144 133]]

 ...

 [[135 161 185]
  [133 159 183]
  [137 162 188]
  ...
  [154 158 147]
  [157 160 151]
  [156 159 150]]

 [[137 165 189]
  [134 162 186]
  [138 165 191]
  ...
  [157 159 153]
  [164 163 159]
  [163 162 158]]

 [[140 163 189]
  [140 163 189]
  [138 165 186]
  ...
  [159 160 158]
  [161 162 158]
  [165 166 162]]]",681,1024,"[[321.2027587890625, 131.69091796875, 703.2130737304688, 576.7239379882812]]","[[0.31367456912994385, 0.1933787341685022, 0.6867315173149109, 0.8468780293513675]]","[[121.191424, 52.437, 765.27616, 573.4019999999999]]",<class 'list'>,"[[0.118351, 0.077, 0.74734, 0.8419999999999999]]",[[0.7854816735094979]],[0.7854816735094979],1,0.7854816735094979
"[[[ 95  90 253]
  [ 94  89 252]
  [ 93  87 252]
  ...
  [219 133  43]
  [219 133  43]
  [219 133  43]]

 [[ 95  90 253]
  [ 94  89 252]
  [ 93  87 252]
  ...
  [219 133  43]
  [219 133  43]
  [219 133  43]]

 [[ 94  89 252]
  [ 94  89 252]
  [ 93  87 252]
  ...
  [219 133  43]
  [219 133  43]
  [219 133  43]]

 ...

 [[219 224 255]
  [219 224 255]
  [219 224 255]
  ...
  [193 122  59]
  [193 122  59]
  [193 122  59]]

 [[217 222 255]
  [216 221 254]
  [215 220 253]
  ...
  [193 122  59]
  [193 122  59]
  [193 122  59]]

 [[215 220 253]
  [213 218 251]
  [210 215 248]
  ...
  [193 122  59]
  [193 122  59]
  [193 122  59]]]",768,1024,"[[74.4814682006836, 3.1368165016174316, 846.5197143554688, 751.5130615234375], [166.19863891601562, 4.093725681304932, 855.2078857421875, 750.8377075195312]]","[[0.07273580878973007, 0.0040843964864810305, 0.8266794085502625, 0.978532632191976], [0.1623033583164215, 0.005330371980865796, 0.835163950920105, 0.9776532649993896]]","[[158.72, 0.0, 908.8, 766.719744]]",<class 'list'>,"[[0.155, 0.0, 0.8875, 0.998333]]","[[0.9106385908646457, 0.9530082555038422]]",[0.9530082555038422],1,0.9530082555038422
